herb_id,herb_name,herb_name_latin,nature_vi,temp_property,yin_yang,element_group,category_vi,meridian_main,indication_vi,safety_note,data_source,,image_url
H001,Ba kích,Morinda officinalis,"Cam, tân",Ôn,Dương,Thủy,Thuốc bổ dương  (thuốc trợ dương),Thận,"Bổ thận dương, mạnh gân cốt, dùng cho thận dương suy nhược gây liệt dương, di tinh, tiết tinh sớm, đau lưng mỏi gối, phụ nữ đau bụng dưới, hiếm muộn, người già lưng đau gối mỏi","Kiêng dùng cho người âm hư hỏa thịnh, đại tiện bí táo","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 349",,https://upload.wikimedia.org/wikipedia/commons/2/24/Dried_morinda_officinale.jpg
H002,Bách bộ,Stemona tuberosa,"Cam, khổ",Ôn,Dương,Kim,"Thuốc hóa đàm, chỉ ho, bình suyễn",Phế,"Ôn phế, nhuận phế, chỉ khái, dùng cho ho lâu ngày do viêm khí quản, ho gà, lao hạch cổ kết quả, ho do viêm họng, thanh tràng trị viêm đại tràng mạn, giải độc, diệt giun kim, diệt chấy rận","Kiêng dùng cho người dạ dày và ruột yếu, tiêu chảy","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 245",,https://upload.wikimedia.org/wikipedia/commons/f/f4/Plants_of_the_coast_of_Coromandel_Coast_Tamil_Nadu_Andhra_Pradesh_India_Flora_Fruits_Flowers_%2828%29.jpg
H003,Bạch chỉ,Angelica dahurica,Tân,Ôn,Dương,"Kim, Thổ",Thuốc giải biểu cay ấm,"Phế, Vị, Đại trường","Giải cảm hàn, trừ phong giảm đau, dùng cho đau đầu, đau vùng trán và hai bên thái dương, đau răng, viêm mũi mạn, nghẹt mũi, chảy nước mũi; tiêu viêm, bài mủ trong nhọt độc, viêm tuyến vú, rắn cắn, hành huyết điều kinh, giảm đau bụng kinh, đau ngực","Kiêng dùng cho người thuộc chứng hư, uất hỏa, sốt xuất huyết không nên dùng","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 176",,https://upload.wikimedia.org/wikipedia/commons/6/62/Angelica_dahurica_%288855221294%29.jpg
H004,Bạch biến đậu (Đậu ván),Lablab purpureus L,Cam,Ôn,Dương,Thổ,Thuốc bổ khí,"Tỳ, Vị","Kiện tỳ, hòa trung, giải thử, hóa thấp. Trị cảm nắng, nôn mửa, tiêu chảy","Không dùng khi thực nhiệt, táo bón","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 290",,https://upload.wikimedia.org/wikipedia/commons/c/c2/Lablab_purpureus_%28L.%29_Sweet_%2850855769696%29.jpg
H005,Bạch cương tàm,Bombyx mori L.,"Hàm, tân",Bình,Trung tính,"Hỏa, Mộc, Thổ, Kim",Thuốc bình can tắt phong,"Tâm, Can, Tỳ, Phế","Trị can phong nội động gây đau đầu, chóng mặt, sốt cao, co giật, thiên đầu thống, đau cổ họng, viêm amidan cấp, mất tiếng và trẻ em khóc đêm (khóc dạ đề). Giải độc, trị sang lở, mụn nhọt hoặc các vết sạm ở mặt",Những người huyết hư hoặc thể hư mà không có phong tà thì không nên dùng.,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 258",,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bach-cuong-tam-duoc-lieu-tue-linh-1.jpg
H006,Bạch giới tử,Sinapis alba L.,"Tân, ôn",Ôn,Dương,Kim,Thuốc hóa đàm hàn,Phế,"Trị bệnh ho do đàm hàn ngưng đọng ở phế, hoặc suyễn tức, nhiều đàm mà loãng, ngực đau đầy trướng. Hành khí, giảm đau đối với trường hợp khí trệ, đàm ứ đọng, đau khớp. Tiêu ung nhọt, tán kết: dùng đối với nhọt bọc hoặc viêm hạch lâm ba","Những người khí hư có nhiệt và ho khan do phế hư không nên dùng. Chú ý: Có thể gây kích thích da, sung huyết, đỏ đau hoặc dộp da nếu tiếp xúc lâu; uống quá liều có thể gây nôn, viêm dạ dày, ruột, đau bụng","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 237",,https://tracuuduoclieu.vn/wp-content/uploads/2020/12/bach-gioi-tu.jpg
H007,Bạch mao căn,Imperata cylindrica (L.) P. Beauv,Cam,Hàn,Âm mạnh,"Kim, Thổ",Thuốc thanh nhiệt lương huyết,"Phế, Vị","Trừ phục nhiệt, tiêu ứ huyết: dùng khi nội nhiệt sinh phiền khát, phế nhiệt sinh ho, suyễn tức, khó thở, ngực đầy trướng, bí tích, vị nhiệt sinh nôn lợm.
 Lương huyết chỉ huyết: dùng khi tiểu tiện ra máu, thổ huyết, máu cam, ho ra máu.
 Lợi niệu tiêu phù nề: dùng trong bệnh viêm thận cấp, tiểu tiện khó khăn, đái dắt, đái buốt, bệnh hoàng đản thấp nhiệt.
Thanh phế chỉ ho: phối hợp phòng bệnh ho gà.",Phụ nữ có thai và những người ở thể hư hàn không có thực nhiệt không nên dùng.,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 233",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/co-tranh2.jpg
H008,Bạch tật lê,Tribulus terrestris,"Khổ, tân",Ôn,Dương,"Mộc, Kim",Thuốc bình can tắt phong,"Can, Phế","Công năng: Bình can tiềm dương, hành khí trong can và giải uất, khu phong giảm ngứa, làm sáng mắt. Chủ trị: Can dương vượng, nhức đầu, chóng mặt, Can uất khí trệ, hông sườn đầy trướng, ngứa toàn thân, sưng đỏ mắt",Người huyết hư khí yếu không dùng.,"https://duocdienvietnam.com/bach-tat-le-qua/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 260",,https://upload.wikimedia.org/wikipedia/commons/d/d9/Starr_030612-0063_Tribulus_terrestris.jpg
H009,Bạch truật (Thân rễ),Atractylodes macrocephala Koidz.,"Khổ, cam",Ôn,Dương,Thổ,Thuốc hành khí giải uất,"Tỳ, Vị","Tác dụng: Kiện tỳ ích khí, táo thấp, lợi thủy, cố biểu liễm hân, an thai. Chủ trị: Tiêu hoá kém, bụng trướng tiêu chảy, phù thũng, tự hãn, động thai.","Âm hư nội nhiệt, tân dịch hư hao gây đại tiện táo, không dùng","https://duocdienvietnam.com/bach-truat-than-re/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 285",,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bach-truat.jpg
H010,Bồ công anh,Lactuca indica L.,"Khổ, cam",Hàn,Âm mạnh,"Mộc, Thổ",Thuốc thanh nhiệt giải độc,"Can, Vị","Thanh nhiệt giải độc, tiêu viêm tán kết. Chủ trị: Mụn nhọt sang lở, tắc tia sữa, viêm tuyến vú, nhiễm trùng đường tiết niệu.","Các chứng âm hư hoặc tràng nhạc, ung nhọt đã vỡ cấm dùng","https://duocdienvietnam.com/bo-cong-anh/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 202",,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bo-cong-anh.jpg
H011,Chỉ thực,Citrus aurantium L.,"Khổ, tân, toan",Vi hàn,Âm,Thổ,Thuốc phá khí giáng nghịch,"Tỳ, Vị","Phá khí tiêu tích, hóa đờm tiêu bĩ. Chủ trị: Thực tích, thực nhiệt tích ờ đại tràng gây táo bón, đàm trọc ứ trệ ở ngực gây đau trong ngực, ăn không tiêu, bụng đầy trướng.","Phụ nữ có thai, tỳ vị hư hàn mà không đầy tích thì không nên dùng","https://duocdienvietnam.com/chi-thuc/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 280",,https://tracuuduoclieu.vn/wp-content/uploads/2019/04/435-citrus-aurantium-l.jpg
H012,Chỉ xác,Citrus aurantium L.,"Khổ, tân",Lương,Âm,Thổ,Thuốc phá khí giáng nghịch,"Tỳ, Vị","Phá khí hóa đờm tiêu tích (Hòa hoãn hơn Chi thực. Chủ trị: Ngực sườn trướng đau do khí trệ, khó tiêu do đờm trệ.","Tỳ vị hư hàn không có tích trệ, phụ nữ có thai không nên dùng.","https://duocdienvietnam.com/chi-xac/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 280",,httphttps://tracuuduoclieu.vn/wp-content/uploads/2018/04/chi-xac-duoc-lieu-tue-linh-1.jpg
H013,Cỏ nhọ nồi,Herba Ecliptae,"Cam, toan",Hàn,Âm mạnh,"Mộc, Thủy",Thuốc chỉ huyết,"Can, Thận","Công năng: Lương huyết, chỉ huyết, bổ can thận. Chủ trị: Can, thận âm hư, các chứng huyết nhiệt, chứng ho ra máu, nôn ra máu, đại tiện và tiểu tiện ra máu, chảy máu cam, chảy máu dưới da, băng huyết, rong huyết.",Tỳ vị hư hàn. ỉa chảy phân sống không nên dùng.,"https://duocdienvietnam.com/co-nho-noi/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 304",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/co-nho-noi1.jpg
H014,Cúc hoa,Chrysanthemum indicum L.,"Cam, khổ",Bình,Trung tính,"Kim, Mộc, Hỏa, Thổ",Thuốc giải biểu cay mát,"Phế, Can, Tâm, Đởm, Vị, Tỳ, Đại trường, Tiểu trường, 8 kinh","Giải cảm nhiệt, thanh nhiệt, thanh can minh mục; dùng cho sốt do cảm mạo, đau đầu, đau mắt đỏ, mắt sưng đau, chóng mặt do can phong nhiệt; hỗ trợ hạ huyết áp; chữa mụn nhọt, viêm da và một số bệnh ngoài da.",Không dùng cho người tỳ vị hư hàn hoặc đau đầu do phong hàn; thận trọng khi dùng kéo dài hoặc liều cao.,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 183",,https://upload.wikimedia.org/wikipedia/commons/e/e8/%22Flowers_of_Chrysanthemum_indicum_L.%22.jpg
H015,Đan sâm (Rễ và Thân rễ),Salviae multiorrhizae,Khổ,Vi hàn,Âm,"Hỏa, Mộc",Thuốc hoạt huyết,"Tâm, Can","Hoạt huyết, thông kinh, giảm đau, thanh tâm lương huyết. Chù trị: Kinh nguyệt không đều, kinh nguyệt bế tắc, hành kinh đau bụng, huyết tích hòn cục, đau thắt ngực, mất ngủ, tâm phiền.",Không dùng chung với Lê lô.,"https://duocdienvietnam.com/dan-sam-re-va-than-re/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 291",,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/an-sam3.jpg
H016,Địa long (Giun đất),Pheretima,Hàm,Hàn,Âm mạnh,"Mộc, Thổ, Kim, Thủy",Thuốc bình suyễn,"Can, Tỳ, Phế, Bàng quang","Thanh nhiệt, trấn kinh, thông kinh lạc, bình suyễn, lợi niệu. Chủ trị: Sốt cao bất tỉnh, kinh giản co quắp, đau khớp, chân tay tê bại, bán thân bất toại, trúng phong ho suyễn do phế nhiệt, phú thùng, tiểu ít, cao huyết áp.",Không dùng cho người hư hàn.,"https://duocdienvietnam.com/dia-long/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 254",,https://tracuuduoclieu.vn/wp-content/uploads/2020/10/dia-long-3.jpg
H017,Đỗ trọng,Cortex Eucommiae,"Cam, vi tân",Ôn,Dương,"Mộc, Thủy",Thuốc bổ dưỡng,"Can, Thận","Hạ áp, hạ cholesterol, giãn mạch, kháng viêm, chống co giật, giảm đau, cầm máu, lợi tiểu. Ôn thận, tráng dương, mạnh gân cốt, an thai, nhuận can táo, bổ can hư. Chủ trị: Trị thận hư, hai bên thăn lưng đau, liệt dương, rong kinh, đầu đau, chóng mặt do thận hư. Rất thông dụng trong các bài ngâm rượu. Dưỡng thai, dùng trong trường hợp thai động, trụy thai.","Không phải can thận hư hoặc âm hư hỏa vượng không nên dùng. Kỵ Huyền sâm, Xà thoái","https://duocdienvietnam.com/do-trong-vo-than/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 350",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/trong2.jpg
H018,Đương quy,Radix Angelicae sinensis,"Cam, tân",Ôn,Dương,"Hỏa, Mộc, Thổ",Thuốc bổ huyết,"Tâm, Can, Tỳ","Bổ huyết, hoạt huyết, điều kinh, giảm đau, nhuận tràng. Chủ trị: Huyết hư, chóng mặt. Kinh nguyệt không đềụ, bế kinh, đau bụng kinh, táo bón do huyết hư. Phong thấp tê đau, sưng đau do sang chấn. Đương quy chích rượu có tác dụng điều trị bế kinh, đau bụng kinh, phong thấp tê đau, sưng đau do sang chấn. Toàn Quy có tác dụng hòa huyết (vừa bổ huyết vừa hoạt huyết). Quy vĩ có tác dụng hoạt huyết hóa ứ. Quy thân có tác dụng dương huyết bổ huyết. Quy đầu có tác dụng chỉ huyết.","Tỳ vị có thấp nhiệt, đại tiện lỏng không nên dùng.","https://duocdienvietnam.com/duong-quy-re/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 312",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ng-quy1.jpg
H019,Hà thủ ô đỏ (Rễ),Radix Fallopiae multiflorae,"Khổ, cam, chát",Ôn,Dương,"Mộc, Thủy",Thuốc bổ huyết,"Can, Thận","Dưỡng huyết, bổ can thận, nhuận tràng thông tiện, làm xanh tóc. Chủ trị: Huyết hư thiếu máu, da xanh, gầy, đau lưng, di tinh, tóc bạc sớm, táo bón.","Chú ý: Hà thủ ô đỏ chưa qua chế biến bị chát se, khi dùng cần ngâm với nước gạo rồi chế với nước sắc đậu đen. Làm tăng nhu động của ruột và dạ dày (do đó mà có thể kích thích tiêu hóa, kiện vị). Hà thủ ô đỏ cón có tác dụng gây hưng phấn tim. Chất lexetin có trong hà thủ ô đỏ có tác dụng bổ thần kinh, có khả năng làm cho chất cholesterol trầm tích trong gan làm giảm tác dụng xơ cứng động mạch. Với nồng độ pha loãng của dịch chiết 1/100 có tác dụng ức chế trực khuẩn lao. Ngoải ra còn có tác dụng ức chế Staphylococcus aureus Streptococcus. Khi thu hái cần có ý thức giâm lại dây để cây thuốc tiếp tục phát triển","https://duocdienvietnam.com/ha-thu-o-do-re/
category_vi, safety_note:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 314",,https://tracuuduoclieu.vn/wp-content/uploads/2018/06/cu-ha-thu-o-thai-lat-1.jpg
H020,Hải mã (Cá ngựa),Hippocampus,"Cam, hàm",Ôn,Dương,"Mộc, Thủy",Thuốc bổ dương  (thuốc trợ dương),"Can, Thận","Ôn thận tráng dương, tán kết tiêu thũng. Chủ trị: Liệt dương, di niệu, thận hư, tái xuyễn, trưng hà, u cục ở trong bụng, ngã tổn thương. Dùng ngoài trị mụn nhọt sưng đau.",Phụ nữ mang thai kiêng dùng,"https://duocdienvietnam.com/ca-ngua/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 356",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cads-ngua1.jpg
H021,Hậu phác (Vỏ),Cortex Magnoliae officinalis,"Khổ, tân",Ôn,Dương,"Thổ, Kim",Thuốc hành khí giải uất,"Tỳ, Vị, Phế,  Đại trường","Ôn trung hạ khí, táo thấp tiêu đờm. Chủ trị: Thượng vị đầy trướng, nôn mửa, tiết tả, thực tích, ho, suyễn.","Tỳ vị hư yếu, nguyên khí kém, phụ nữ có thai thận trọng khi dùng.","https://duocdienvietnam.com/hau-phac-vo/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 276",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/hau-phac-duoc-lieu-tue-linh-1.jpg
H022,Hoắc hương,Herba Pogostemonis,Tân,Ôn,Dương,"Thổ, Kim",Thuốc hóa thấp,"Tỳ, Vị, Phế","Giải thử, hóa thấp, chỉ nôn. Chủ trị: Chữa cảm nắng, hoắc loạn, bụng đầy trướng, nôn mửa, ỉa chảy.","hông dùng cho người âm hư, khí hư.","https://duocdienvietnam.com/hoac-huong/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 330",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/hoac-huong-duoc-lieu-tue-linh-2.jpg
H023,Hoàng cầm (Rễ),Radix Scutellariae,Khổ,Hàn,Âm mạnh,"Hỏa, Kim, Mộc",Thuốc thanh nhiệt táo thấp,"Tâm, Phế, Can Đờm, Đại trường, Tiểu trường","Thanh nhiệt táo thấp, tả hòa giải độc, an thai. Chủ trị: Phế nhiệt ho đờm đặc, đau sưng họng, nôn ra máu, máu cam, viêm gan mật, kiết lỵ, tiêu chảy, mụn nhọt, lở ngứa, động thai chảy máu.","Người tỳ vị hư hàn, không có thấp nhiệt, thực hỏa thì không nên dùng.","https://duocdienvietnam.com/hoang-cam-re/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 222",,https://upload.wikimedia.org/wikipedia/commons/4/44/Scutellaria_baicalensis_flowers.jpg
H024,Hoàng tinh (Thân rễ),Rhizoma Polygonati,Cam,Bình,Trung tính,"Thổ, Kim, Thủy",Thuốc bổ âm (dưỡng âm),"Tỳ, Phế, Thận","Kiện tỳ, nhuận phế, ích thận. Chủ trị: Tỳ vị hư nhược, cơ thể mệt mỏi, sức yếu, miệng khô, ăn kém, phế hư ho khan, tinh huyết bất túc, nội nhiệt tiêu khát.","Người phế vị có đờm thấp nặng, không nên dùng.","https://duocdienvietnam.com/hoang-tinh-than-re/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 342",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/hoang-tinh-duoc-lieu-tue-linh-1.jpg
H025,Huyền sâm (Rễ),Radix Scrophulariae,"Khổ, hàm",Hàn,Âm mạnh,"Kim, Thủy",Thuốc thanh nhiệt giáng hỏa,"Phế, Thận","Tư âm giáng hỏa, lương huyết giải độc. Chủ trị: sốt cao, sốt nóng về chiều, viêm họng, phát ban, mụn nhọt, mẩn ngứa, táo bón.","Tỳ vị hư hàn, tiêu hóa rối loạn không dùng. Không dùng chung với Lê lô.","https://duocdienvietnam.com/huyen-sam-re/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 216",,https://upload.wikimedia.org/wikipedia/commons/4/4d/C14_Chinese_medication_charthttps://tracuuduoclieu.vn/wp-content/uploads/2018/04/huyen-sam-dltl1.jpg
H026,Ích mẫu,Herba Leonuri japonici,"Tân, khổ",Vi hàn,Âm,"Mộc, Hỏa",Thuốc hoạt huyết,"Can, Tâm bào","Hoạt huyết khứ ứ, lợi thủy tiêu phù. Chủ trị: Rối loạn kinh nguyệt, kinh đau, kinh bế, khí hư bạch đới, rong kinh, rong huyết, huyết hôi ra không hết, phù thũng, tiểu tiện không lợi.",Không dùng cho người huyết hư không có huyết ứ.,"https://duocdienvietnam.com/ich-mau/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 296",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ch-mau-duoc-lieu-tue-linh-1.jpg
H027,Kê huyết đằng,Caulis Spatholobi suberecti,"Khổ, cam",Ôn,Dương,"Mộc, Thủy",Thuốc hoạt huyết,"Can, Thận","Hoạt huyết thông lạc, bổ huyết. Chủ trị: Chứng huyết hư gây huyết ứ trệ, bế thống kinh, chấn thương tụ huyết, phong thấp đau lưng, đau xương khớp.",,"https://duocdienvietnam.com/ke-huyet-dang/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 299",,https://www.yhct.vn/wp-content/uploads/2024/12/30.-Ke-Huyet-Dang.jpg
H028,Kê nội kim,Endothelium Corneum Gigeriae Galli,Cam,Bình,Trung tính,"Thổ, Hỏa, Thủy",Thuốc tiêu đạo (thuốc tiêu hóa),"Tỳ, Vị, Tiểu trường, Bàng quang","Kiện vị, tiêu thực, sáp tinh. Chủ trị: Thực tích không tiêu, bụng đầy trướng, nôn mửa, kiết lỵ, di tinh. Trẻ em cam tích, đái dầm.",Không bị tích trệ không nên dùng.,"https://duocdienvietnam.com/ke-noi-kim/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 358",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ke-noi-kim-duoc-lieu-tue-linh-3.jpg
H029,Ké đầu ngựa (Quả),Fructus Xanthii strumarii,"Tân, khổ",Ôn,Dương,Kim,Thuốc khử phong thấp,Phế,"Trừ phong thấp, tiêu độc, tán phong thông khiếu. Chủ trị: Đau khớp, chân tay tê dại co rút; viêm mũi, viêm xoang; mụn nhọt, mẩn ngứa.",Đau đầu do huyết hư không nên dùng.,"https://duocdienvietnam.com/ke-dau-ngua-qua/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 323",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ke-dau-ngua-duoc-lieu-tue-linh-3.jpg
H030,Kim ngân hoa,Flos Lonicerae,Cam,Hàn,Âm mạnh,"Kim, Thổ, Hỏa",Thuốc thanh nhiệt giải độc,"Phế, Vị, Tâm","Thanh nhiệt, giải độc, tán phong nhiệt. Chủ trị: Ung nhọt, ban sởi, mày đay, lở ngứa, cảm mạo phong nhiệt, ôn bệnh phát nhiệt, nhiệt độc huyết lị.","Tỳ vị hư hàn ỉa chảy, hoặc vết thương, mụn nhọt có mủ loãng do khí hư; mụn nhọt đă có mủ, vỡ loét không nên dùng.","https://duocdienvietnam.com/kim-ngan-2/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 201",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/kim-ngan1.jpg
H031,Kim tiền thảo,Herba Desmodii styracifolii,"Cam, hàm",Lương,Âm,"Mộc, Thủy",Thuốc lợi thấp,"Can, Đởm, Thận, Bàng quang","Thanh thấp nhiệt, lợi tiểu. Chủ trị: Nhiệt lâm, thạch lâm, phù thũng, hoàng đản.",,"https://duocdienvietnam.com/kim-tien-thao/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 338",,https://tracuuduoclieu.vn/wp-content/uploads/2018/05/kim-tien-thao-duoc-lieu-tue-linh1.jpg
H032,Kinh giới,Herba Elsholtziae ciliatae,"Tân, vi khổ",Ôn,Dương,"Kim, Mộc",Thuốc giải biểu cay ấm,"Phế, Can","Giải biểu, khu phong, chỉ ngứa, tuyên độc thấu chẩn. Chủ trị: Cảm mạo, phong hàn, phong nhiệt, phong cấm khẩu, mụn nhọt, dị ứng, sởi mọc không tốt. Sao đen: Chỉ huyết. Chủ trị: Rong huyết, băng huyết, thổ huyết, đại tiện ra máu.","Biểu hư, tự ra mồ hôi nhiều, không có ngoại cảm, phong hàn không nên dùng.","https://duocdienvietnam.com/kinh-gioi/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 170",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/kinh-gioi3.jpg
H033,Lạc tiên,Herba Passiflorae foetidae,"Cam, vi khổ",Lương,Âm,"Hỏa, Mộc",Thuốc dưỡng tâm an thần,"Tâm, Can","An thần, giải nhiệt, mát gan. Chủ trị: Suy nhược thần kinh, tim hồi hộp, mất ngủ, ngủ mơ.",,"https://duocdienvietnam.com/lac-tien/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 268",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/lac-tien2.jpg
H034,Lô hội,"Aloe vera (L.), Aloe ferox Mm",Khổ,Hàn,Âm mạnh,"Mộc, Thổ, Kim",Thuốc tả hạ có tính hàn,"Can, Vị, Đại trường","Thanh can nhiệt, thông tiện. Chủ trị: Can có thực nhiệt, đại tiện bí, tiểu nhi cam tích kinh phong, can nhiệt, bế kinh, làm giảm độc ba đậu.","Tỳ vị suy yếu, đang ỉa lỏng hoặc phụ nữ có thai không dùng.","https://duocdienvietnam.com/lo-hoi-nhua/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 363",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/lo-hoi2.jpg
H035,Lộc Nhung,Cornu Cervi Pantotrichum,"Cam, hàm",Ôn,Dương,"Mộc, Thủy",Thuốc bổ dương  (thuốc trợ dương),"Can, Thận","Bổ thận dương, ích tinh huyết, mạnh gân cốt, trừ nhọt độc. Chủ trị: Liệt dương, hoạt tính, tử cung lạnh, khó thụ thai,  tinh thần mệt mỏi, sợ lạnh, chóng mặt, tai ù, tai điếc (cơ năng), trẻ chậm liền thóp, lưng gối đau lạnh, gân xương  mềm yếu, rong huyết, nhọt lâu ngày không liền miệng.",Thực nhiệt âm hư dương thịnh không nên dùng.,"https://duocdienvietnam.com/loc-nhung/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 353",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/loc-nhung-1.jpg
H036,Mạch nha,Fructus Hordei germinatus,Cam,Bình,Trung tính,Thổ,Thuốc tiêu đạo (thuốc tiêu hóa),"Tỳ, Vị","Kiện tỳ tiêu thực, tiêu sưng thông sữa. Chủ trị: Thực tích bụng đầy trướng, ăn kém. tiêu hóa kém, làm mất sữa hoặc vú sưng đau do sữa ứ lại, vú tức đau khi căng sữa.","Phụ nữ có thai, hoặc đang thời kỳ cho con bú không nên dùng.","https://duocdienvietnam.com/mach-nha/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 359",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mach-nha2.jpg
