herb_id,herb_name,herb_name_latin,nature_vi,temp_property,yin_yang,element_group,category_vi,meridian_main,indication_vi,safety_note,data_source,,image_url
H106,Hoàng bá,Cortex Phellodendri,Khổ,Hàn,Âm,"Thủy, Thổ",Thuốc bổ thanh nhiệt táo thấp,"Thận, Tỳ, Bàng quang","Công năng: Tư âm giáng hỏa, thanh nhiệt táo thấp, giải độc tiêu viêm
Chủ trị: Âm hư phát sốt, xương đau âm ỉ, ra mồ hôi trộm (đạo hãn), di tinh do thận hỏa. Hạ tiêu thấp nhiệt, cơ thể bị thấp chấn, lỡ ngứa, mụn nhọt","Những người tỳ hư, đại tiện lỏng, vị yếu, ăn uống không tiêu, không nên dùng","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 221",,https://upload.wikimedia.org/wikipedia/commons/1/1d/Huangbai_Phellodendron_amurense.jpg
H107,Chi tử,Fructus Gardeniae,Khổ,Hàn,Âm,"Hỏa, Kim, Mộc",Thuốc thanh nhiệt giáng hỏa,"Tâm, Phế, Can, Đởm, Tam tiêu","Công năng: Thanh nhiệt giáng hỏa, thanh tâm nhiệt trừ phiền, thanh lợi thấp nhiệt, chỉ huyết, giải độc
Chủ trị: Tâm phiền bất an, mất ngủ do tâm hỏa, hoặc sốt cao dãn đến điên cuồng mê sảng. Can đởm thấp nhiệt (viêm gan, viêm túi mật). Huyết nhiệt dẫn đến thổ huyết, mục huyết (chảy máu cam) đại tiểu tiện ra huyết.","Những người tỳ hư, đại tiện lỏng không dùng","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 214",,https://upload.wikimedia.org/wikipedia/commons/5/59/Cape_Jasmine_%28Gardenia_jasminoides%29.jpg
H108,Long đởm thảo,Radix Gentianae,Khổ,Hàn,Âm,"Mộc, Thủy",Thuốc thanh nhiệt táo thấp,"Can, Đởm, Bàng quang","Công năng: Thanh trừ thấp nhiệt ở hạ tiêu, trừ hỏa độc ở can đởm, thanh phế hỏa, trừ hỏa độc phần dinh huyết, bình can hạ áp, giải độc, trừ giun đũa
Chủ trị: Mắt đau đỏ, sưng thũng viêm kết mạc do can hỏa dẫn đến hoặc dùng trong bệnh can đởm thấp nhiệt, bệnh viêm gan vàng da. Viêm nhiễm đường hô hấp trên như viêm họng, viêm amiđan, ngoài ra còn dùng trong bệnh viêm tai giữa, tai có mũ, bệnh tinh hoàn cấp tính. Thương hàn, sốt cao phát cuồng, huyết áp cao, đau đầu","Những người tỳ vị hư nhược, âm hư phát sốt không nên dùng","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 223",,https://upload.wikimedia.org/wikipedia/commons/4/43/Gentianae1.JPG
H109,Sinh địa,Radix Rehmaniae,Khổ,Hàn,Âm,"Hỏa, Mộc, Thủy",Thuốc thanh nhiệt lương huyết,"Tâm, Can, Thận","Công năng: Thanh nhiệt lương huyết, dưỡng âm, sinh tân dịch, chỉ khát
Chủ trị: Dùng đối với bệnh tà nhiệt nhập vào phần dinh, biểu hiện sốt cao, miệng khát, lưỡi đỏ tâm phiền. Thuốc bản chất có nhiều dịch nhuận cót hể dưỡng âm. Vị ngọt có tính hàn có thể sinh tân dịch, cho nên có thể dưỡng âm, nhuận táo kết. Sau thời kỳ bị sốt hoặc bị nhiệt, nhiệt làm thương tổn đến tân dịch. Sinh địa còn dùng để trị bệnh đái đường có kết quả","Do thuốc có nhiều dịch, bản chất của nó là trệ nhờn cho nên những người tỳ hư, bụng đầy, đại tiện lỏng và dương hư, nhiều đờm thấp nhiệt đều không dùng","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 229",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/sinh-dia-duoc-lieu-tue-linh-3.jpg
H110,Thục địa,Radix Rhemaniae praeparatus,Cam,Ôn,Dương,"Hỏa, Mộc, Thủy",Thuốc bổ huyết,"Tâm, Can, Thận","Công năng: Tư âm, dưỡng huyết, sinh tân dịch, chỉ khát, nuôi dưỡng và bổ thận âm
Chủ trị: Các trường hợp thiếu máu, chóng mặt, đau đầu, tân dịch khô sáp, mắt khô rom, nứt nẻ môi, râu tóc sớm bạc, lưng đau, gối mỏi. Bệnh tân dịch hao tổn, háo khát, chức năng thận âm kém (thận ân bất túc), dẫn đến ù tai, di mộng tinh, tự hãn, phụ nữ kinh nguyệt không đều huyết hư sinh đau đầu","Chú ý: Những người tỳ vị hư hàn không nên dùng. Dùng thục địa lâu dễ ảnh hưởng đến tiêu hóa, do đó khi dùng có thể phối hợp thêm thuốc hành khí như trần bì, hương phụ để tránh hiện tượng đầy bụng","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 311",,https://duocdienvietnam.com/wp-content/uploads/2018/07/9-5-1024x683.jpg
H111,Sa tiền tử,Semen Plantaginis,Cam,Hàn,Âm,"Mộc, Thủy, Hỏa",Thuốc lợi thấp,"Can, Thận, Tiểu trường","Công năng: Thanh nhiệt, lợi thấp, thanh thấp nhiệt tỳ vị, thanh phế hóa đờm, ích thận cố tinh
Chủ trị: Chứng thấp nhiệt, tiểu tiện khó khăn, đi tiểu đau buốt, đái dắt, nước tiểu đỏ đục, nóng và lượng rất ít, thậm chí đi tiểu ra máu. Ngoài ra, còn trị viêm thận cấp tính, viêm dương niệu đạo, viêm bàng quang cấp, sỏi niệu đạo. Trị ỉa chảy và viêm đường ruột, trị bệnh lỵ, phế nhiệt, sinh ho, ho có đờm, mắt đỏ, hoa mắt. Hạt mã đề còn dùng cho những người không sinh con được hoặc lâu ngày không đẻ lại được, còn dùng chữa ho ra máu, hạ huyết áp","Chú ý: Lá mã đề còn được dùng lợi niệu, viêm nhiễm đường niệu (giống như hạt), lá giã nát đắp mụn nhọt có kết quả. Dùng bộ phận trên mặt đất để phòng và chữa bệnh quai bị (đối với trẻ em). Dịch ép tươi của bộ phận trên mặt đất có tác dụng chống loét dạ dày và tá tràng. Những người thận hư không thấp nhiệt không nên dùng. Khi dùng thường sao cho hạt khô phồng, vị thuốc có tác dụng ức chế trực khuẩn lỵ. Hạt mã đề có tác dụng tăng cường bài tiết nước tiểu, tăng bài tiết lượng acid uric, lượng muối NaCl. Chất glycozid chiết ra từ hạt, có tác dụng ức chế trung khu hô hấp, xúc tiến sự phân tiết ở niêm mạc đường hô hấp (cho nên có thể dùng trấn ho trừ đờm). Ngoài ra mã đề còn có tác dụng hạ huyết áp","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 334",,https://upload.wikimedia.org/wikipedia/commons/0/0b/Plantaginis_ovatae_semen_069206.jpg
H112,Đại hoàng,Radix Rhei,Khổ,Hàn,Âm,"Mộc, Thổ, Kim, Hỏa",Thuốc tả hạ có tính hàn,"Can, Tỳ, Vị, Đại trường, Tâm bào","Công năng: Thanh trường thông tiện, tà hỏa giải độc, trục ứ thông kinh
Chủ trị: Vị tràng thực nhiệt dẵn đến bí kết, thậm chí có khi dẫn đến sốt nói mê sảng, phát cuồng. Tả hỏa độc dẫn đến nôn ra máu, chảy máu mũi, màng kết hợp sung huyết, sung huyết não, lợi bị phù. Bế tích chỉ hoặc ngã chấn thương ứ huyết sưng đau","Phụ nữ có thai, lúc có kinh nguyệt không nên dùng","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 361",,https://upload.wikimedia.org/wikipedia/commons/f/f7/Radix_Rhei_by_Danny_S._-_001.JPG
H113,Binh lang,Semen Arecae,"Tân, khổ",Ôn,Dương,"Thổ, Kim",Thuốc trừ giun sán,"Vị, Đại trường","Công năng: Khử trùng, tiêu tích, lợi thủy tiêu phù, hành khí thông tiện
Chủ trị: Sán dây, sán mơ mít. giun đũa, giun kim, dùng trong các trường hợp bụng đầy tích, đau do các nguyên nhân trên. Tiểu tiện khó khăn, đái buốt, phù nể, đặc biệt đối với bệnh hàn thấp cước khí chân phù, ngực bí bích, buồn nôn. Khí trệ, đại tiện bí táo, bụng đày trướng, khó tiêu","Vị thuốc có sức hành khí phá khí tương đối mạnh, những cơ thể hư nhược không nên dùng","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 383",,https://upload.wikimedia.org/wikipedia/commons/c/ce/Arecae1.JPG
H114,Thạch cao,Cypsum fibrosum,"Tân, cam",Hàn,Âm,"Kim, Thổ, Hỏa",Thuốc thanh nhiệt giáng hỏa,"Phế, Vị, Tam tiêu","Công năng: Thanh nhiệt giáng hỏa, thanh phế nhiệt, giải độc, chống viêm, thu liễm sinh cơ
Chủ trị: Trừ phiền, chỉ khát có tác dụng thanh tà nhiệt của hai kinh phế và dạ dày. Là thuốc chính để thanh nhiệt tả hỏa, thường được dùng khi phần khí bị thực nhiệt. Trên lâm sàng thường dùng trong các bệnh sốt cao ra nhiều mồ hôi, lưỡi đỏ, miệng khát, mạch hồng, đại. Phế nhiệt, phế viêm, viêm phế quản, viêm họng, khí huyết bị nhiệt thiêu đốt, cơ thể phát ban. Bề mặt vết thương hoặc mụn nhọt bị lở loét.","Những người yếu dạ dày, yếu tim, mạch vi tế, hoặc khi bị chứng dương hư thì không dùng","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 213",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/thach-cao-duoc-lieu-tue-linh2.jpg
H115,Tê giác,Cornu Rhinoceri,"Khổ, toan, hàm",Hàn,Âm,"Hỏa, Mộc, Thổ, Thủy",Thuốc thanh nhiệt lương huyết,"Tâm, Can, Vị, Thận","Công năng: Thanh nhiệt lương huyết, thanh nhiệt giải độc, chỉ huyết, tráng thận thủy, thanh tâm hỏa.
Chủ trị: Nhiệt tà nhập doanh huyết, huyết nhiệt gây sốt cao, cuồng nhiệt, nói mê sảng, viêm não, viêm não B, rắn độc cắn, thổ huyết, nục huyết, phát ban, xuất huyết dưới da, tâm phiền, bồn chồn, mất ngủ do tâm thận bất giao.","Những người không có thực nhiệt không nên dùng, người có thai khi dùng phải thận trọng. Khi dùng cần kiêng muối ăn. Có thể dùng sừng trâu, bò để thay thế, song mức độ thanh nhiệt kém, do đó dùng liều cao 40-150g mỗi lần, dưới dạng thuốc sắc","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 228",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/te-giac-duoc-lieu-tue-linh.jpg
H116,Mẫu đơn bì,Radix Paeoniae,Khổ,Vi hàn,Âm,"Hỏa, Mộc, Thủy",Thuốc thanh nhiệt lương huyết,"Tâm, Can, Thận","Công năng: Thanh nhiệt lương huyết, thanh nhiệt giải độc, chỉ huyết, tráng thận thủy, thanh tâm hỏa.
Chủ trị: Nhiệt tà nhập doanh huyết, huyết nhiệt gây sốt cao, cuồng nhiệt, nói mê sảng, viêm não, viêm não B, rắn độc cắn, thổ huyết, nục huyết, phát ban, xuất huyết dưới da, tâm phiền, bồn chồn, mất ngủ do tâm thận bất giao.","Vị thuốc này có tác dụng thông kinh, hoạt huyết nên không dùng được cho những người có kinh nguyệt nhiều, phụ nữ có thai âm hư ra nhiều mồ hôi","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 231",,https://upload.wikimedia.org/wikipedia/commons/5/5f/Paeonia_Detail_SK.jpg
H117,Mạch môn,Radix Ophiopogonis japonici,Cam,"Vi khổ, vi hàn",Âm,"Hỏa, Kim, Thổ","Thuốc chữa ho, hen","Tâm, Phế, Vị","Dưỡng vị sinh tân, nhuận phế thanh tâm. Chủ trị: Phế nhiệt do âm hư, ho khan, ho lao, tân dịch thương tổn, tâm phiền mất ngủ, tiêu khát, táo bón.","Tỳ vị hư hàn, ăn uống chậm tiêu, ỉa chảy không nên dùng","https://duocdienvietnam.com/mach-mon-re/
category_vi: sách những cây thuốc và vị thuốc việt nam trang 715
Link: https://up.nhuttruong.com/file/nhuttruongcom/sach02/TBooks%20-%20Ebook%20Nhung%20cay%20thuoc%20-%20GS.TS.%20Do%20Tat%20Loi%20911132.pdf",,https://duocdienvietnam.com/wp-content/uploads/2018/07/Mach-mon-re-1024x683.jpg
H118,Phụ tử chế,Radix Aconiti praeparatus,"Tân, cam",Đại nhiệt (có độc),Dương mạnh,"Hỏa, Thủy, Thổ",Thuốc hồi dương cứu nghịch,"Tàm, Thận, Tỳ","Công năng: Hồi dương cứu nghịch, khứ hàn, giảm đau, ấm thận hành thủy, kiện tỳ vị
Chủ trị: Tâm thận dương hư, mồ hôi tự vã ra, nôn nhiều, người lạnh toát, chân tay co quắp, mạch nhỏ muốn tuyệt, tỳ vị hư hàn. Phong hàn, thấp, tý, đau nhức xương khớp, chân tay đau nhức, lạnh. Viêm thận mạn tính, hoặc chức năng thận kém, dương khí không đủ, lưng gối đau lạnh, nhất là những người già cả, chức năng thận kém, chân tay phù nề.","Những người âm hư dương thịnh, phụ nữ có thai không dùng. Trẻ em dưới 15 tuổi không dùng","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 196",,https://www.yhoccotruyen.org/images/DuocVi/21_602201513326_phutu.jpg
H119,Đẳng sâm,Radix Codonopsis,Cam,"Bình, vi ôn",Trung tính,"Kim, Thổ",Thuốc bổ khí,"Phế, Tỳ","Công năng: Bổ tỳ, sinh tân dịch, Ích khí bổ phế,lợi niệu
Chủ trị: Kém ăn, kém ngủ, cơ thể mệt mỏi, miệng khát, dùng tốt trong các trường hợp trung khí vị hư yếu, gây nên các hiện tượng sa giáng như sa dạ dày, sa ruột, tử cung, trĩ, lòi dom.... Các bệnh ho, khí phế hư nhược hơi thở ngắn, ho hen, suyễn tức. Bệnh phù do thận, đặc biệt trong các trường hợp nước tiểu có albumin","Chú ý: Đẳng sâm có tác dụng làm tăng huyết sắc tố, tăng hồng cầu, giảm bạch cầu, hạ huyết áp và tăng đường huyết","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 284",,https://upload.wikimedia.org/wikipedia/commons/f/f6/Codonopsis_lanceolata_47423394.jpg
H120,Phá cố chỉ,Psoralea corylifolia L,"Tân, khổ",Đại ôn,Dương mạnh,"Thổ, Thủy, Hỏa","Thuốc bổ, thuốc bồi dưỡng nguồn gốc thảo mộc","Tỳ, Thận, Tâm bào","Có tác dụng bổ mệnh môn trướng hỏa nạp thận khí, là thuốc cường tráng dùng chữa các chứng ngũ lao, thất thương, cốt tủy thương bại, phụ nữ khí huyết xấu, trụy thai, tỳ thận hư hàn, đái són, lưng gối lạnh đau","Phàm những bệnh âm hư hỏa động đi tiểu ra huyết, máu đỏ, đại tiện táo kết không dùng được","sách những cây thuốc và vị thuốc việt nam trang 856
Link: https://up.nhuttruong.com/file/nhuttruongcom/sach02/TBooks%20-%20Ebook%20Nhung%20cay%20thuoc%20-%20GS.TS.%20Do%20Tat%20Loi%20911132.pdf",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/cullen-corylifolium-1.jpg
H121,Nhục đậu khấu,Myristica fragrans Houtt,Tân,Ôn (hơi độc),Dương,"Thổ, Kim",Thuốc chữa bệnh ở bộ máy tiêu hóa,"Tỳ, Vị, Đại trường","Có năng lực ôn tỳ, sáp trường, chỉ nôn, chỉ tả lỵ, tiêu thực, chữa lạnh bụng, đau bụng, đày chướng","Phàm nhiệt tả, nhiệt lỵ và bệnh mới phát chớ có dùng","sách những cây thuốc và vị thuốc việt nam trang 406
Link: https://up.nhuttruong.com/file/nhuttruongcom/sach02/TBooks%20-%20Ebook%20Nhung%20cay%20thuoc%20-%20GS.TS.%20Do%20Tat%20Loi%20911132.pdf",,https://upload.wikimedia.org/wikipedia/commons/6/63/Icones_plantarum_medico-oeconomico-technologicarum_cum_earum_fructus_ususque_descriptione_%3D_%28Tab._121%29_%288096970007%29.jpg
H122,Ngô thù du,Fructus Evodiae,"Tân, khổ",Ôn,Dương,"Mộc, Thủy, Thổ",Thuốc ôn trung,"Can, Thận, Tỳ, Vị","Công năng: Khử hàn chỉ thống, giáng nghịch chỉ nôn, chỉ ngứa.
Chủ trị: Đau bụng do hàn, đau sườn ngực, đau đỉnh đầu, phát cước do khí lạnh, đau bụng do hàn thấp, hàn sán, vị hàn khí nghịch gây nôn, nôn lợm, nuốt chua, đau bụng lạnh, nôn khan hoặc nhiều dãi, ngứa vùng thấp hạ, ngứa kèm nước vàng chảy ra.","Những người huyết hư, cơ thể nhiệt, phụ nữ có thai không dùng được","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 195",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ngo-thu-du1.jpg
H123,Sa nhân,Fructus Amomi,Tân,Ôn,Dương,"Thủy, Thổ",Thuốc hóa thấp,"Thận, Tỳ, Vị","Công năng: Lý khí hóa thấp, trừ phong thấp, giảm đau, an thai.
Chủ trị: Chữa đau bụng, đầy bụng buồn nôn, đi tả hoặc đại tiện ra máu, hoặc ăn uống không tiêu. Chân tay, mình mẩy đau nhức, đau xương hoặc đau cơ bắp, đau dây thần kinh liên sườn, đau gáy....Các trường hợp thai động bất an, hoặc có xuất huyết.",Chú ý: Tinh dầu sa nhân có tác dụng diệt lỵ amíp (Nguyễn Đức Minh),"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 330",,https://tracuuduoclieu.vn/wp-content/uploads/2019/03/sa-nhan-trang.jpg
H124,Phục linh (Bạch phục linh),Poria,"Cam, đạm",Bình,Trung tính,"Thổ, Thủy, Hỏa, Kim",Thuốc lợi thấp,"Tỳ, Thận, Vị, Tâm, Phế","Công năng: Lợi thủy, thẩm thấp, kiện tỳ, an thần
Chủ trị: Các bênh tiểu tiện bí, đái buốt, nhức, nước tiểu đỏ hoặc đục, lượng nước tiểu ít, người bị phù thũng. Tạng tỳ bị hư nhược gây ỉa lỏng, trị tâm thần bất an, tim loạn nhịp, hồi hộp, mất ngủ, hay quên.","Chú ý: Có tác dụng lợi niệu, tiêu phù, hỗ trợ điều trị tiểu tiện khó, có tác dụng an thần, hỗ trợ cải thiện mất ngủ hồi hộp, có tác dụng kiện tỳ, lợi thấp, có tác dụng hạ đường huyết, tăng cường chức năng tim, có tác dụng trấn tĩnh, chống nôn, có tác dụng kháng khuẩn đối với vi khuẩn đường ruột và vi khuẩn thường gặp, cần phân biệt với các loài khác có công dụng khác để tránh nhầm lẫn khi sử dụng","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 333",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/phuc-linh-duoc-lieu-tue-linh3.jpg
H125,Xạ can,Rhizoma Belamcandae,"Tân, khổ",Hàn (Có độc),Âm,"Kim, Mộc",Thuốc thanh nhiệt giải độc,"Phế, Can","Công năng: Thanh nhiệt giải độc, giáng khí phế, hoá đờm, bình suyễn, thông kinh hoạt lạc, lợi đại tiểu tiện.
Chủ trị: Hầu họng sưng đau do đờm nhiệt, viêm họng cấp tính, viêm họng hạt, viêm họng mạn tính, phòng ngừa tái phát viêm họng, ung độc, mụn nhọt, nhọt vú, ho do nhiệt, đờm nhiều đặc, khó thở d",Những người tỳ vị hư hàn không nên dùng,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 208",,https://upload.wikimedia.org/wikipedia/commons/9/90/Belamcanda_chinensis_2007.jpg
H126,Bạch phàn (Phèn chua),Alumen,Toan,Hàn,Âm,Thổ,Thuốc dùng ngoài,Tỳ kinh,"Công năng: Sát khuẩn chỉ ngứa, trừ đờm khai bế, thanh nhiệt táo thấp, chỉ huyết, giải độc
Chủ trị: Thấp chẩn gây lở ngứa, hoặc ngứa từng đám trên da, hoặc các bệnh ký sinh trùng đường ruột. Các bệnh đau họng, bệnh điên giản, đờm dãi nhiều, phèn phi dùng chữa bệnh viêm dạ dày và ruột cấp tính. Bệnh hoàng đản, nục huyết, thổ huyết, tiện huyết, băng huyết. Bệnh mụn nhọt ở miệng, tai có mủ.",Thể âm hư không dùng. Chú ý: Không uống lượng nhiều và thời gian kéo dài,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 390",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/phen-chua1.jpg
H127,Hẹ,Allium odorum L,"Tân, cam",Ôn,Dương,"Mộc, Thủy","Thuốc chữa ho, hen","Can, Thận","Có tác dụng bổ can thận, làm ấm lưng gối, dùng làm thuốc chữa tiểu tiện nhiều lần, đái són, mộng tinh, bạch trọc",Những người âm hư hỏa vượng không dùng được,"sách những cây thuốc và vị thuốc việt nam trang 724
Link: https://up.nhuttruong.com/file/nhuttruongcom/sach02/TBooks%20-%20Ebook%20Nhung%20cay%20thuoc%20-%20GS.TS.%20Do%20Tat%20Loi%20911132.pdf",,https://tracuuduoclieu.vn/wp-content/uploads/2018/05/1630-1.jpg
H128,La bạc tử (Hạt củ cải),Semen Raphani,"Tân, cam",Bình,Trung tính,"Thổ, Kim",Thuốc ôn phế chỉ khái,"Tỳ, Vị, Phế","Công năng: Hạ (giáng) khí bình suyễn, tiêu thực hóa tích
Chủ trị: Đàm nhiều suyễn tức hoặc bệnh viêm khí quản mạn tính, đặc biệt dùng tốt cho viêm khí quản mạn tính ở người già. Trị ho nhiều, hoặc ho lâu ngày. Bệnh tiêu hóa kém, thức ăn bị tích trệ, bụng đầy trướng","Những người khí hư không có thực tính, đàm trệ không nên dùng. Chú ý: hat củ cải và dầu của nó có tác dụng ức chế đối với một số vi khuẩn","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 246",,https://vn.haozehealth.com/Content/uploads/2022841929/20221129161716e5b437dc9a6f4e83aa3f63487c9bda01.png
H129,Tử uyển,Aster tataricus L,"Khổ, cam",Ôn,Dương,Kim,"Thuốc chữa ho, hen",Phế,"Tác dụng ôn phế, hóa đờm, hạ khí, chỉ ho, thông điều thủy đạo. Dùng chữa ho, khí xuyễn, ho ra máu mủ, tiểu tiện đỏ","Phàm âm hư, phổi ráo, có thực nhiệt không được dùng","sách những cây thuốc và vị thuốc việt nam trang 738
Link: https://up.nhuttruong.com/file/nhuttruongcom/sach02/TBooks%20-%20Ebook%20Nhung%20cay%20thuoc%20-%20GS.TS.%20Do%20Tat%20Loi%20911132.pdf",,https://upload.wikimedia.org/wikipedia/commons/4/47/Aster_tataricus_Jindai_10zz.jpg
H130,Khoản đông hoa,Tussilago farfara L,"Tân, cam",Ôn,Dương,Kim,"Thuốc chữa ho, hen",Phế,"Có tác dụng ôn phế, hạ khí hóa đờm, chỉ ho, dùng trong những trường hợp ho khí đưa ngược lên, hầu tè, kinh giản, tiêu khát, khó thở",,"sách những cây thuốc và vị thuốc việt nam trang 777
Link: https://up.nhuttruong.com/file/nhuttruongcom/sach02/TBooks%20-%20Ebook%20Nhung%20cay%20thuoc%20-%20GS.TS.%20Do%20Tat%20Loi%20911132.pdf",,https://upload.wikimedia.org/wikipedia/commons/d/d5/Tussilago_farfara_01.jpg
H131,Tạo giác,Fructus Gledischiae,"Tân, hàm",Ôn (Ít độc),Dương,Kim,Thuốc hóa đàm hàn,"Phế, Đại trường","Công năng: Khử đàm, chỉ ho, thông khiếu, khai bế, sát khuẩn, chống viêm, tiêu ung, thông tia sữa, thông đại tiểu tiện.
Chủ trị: Đàm đặc ngưng trệ, ngực đầy trướng, ho khan, suyễn tức, nôn ra đàm rãi, trúng phong cấm khẩu, điên giản, đàm tắc cổ họng, cổ họng sưng đau, ngất, say nắng, tinh thần hôn mê, hầu họng sưng đau, mụn nhọt, nhiễm trùng ngoài da, xích bạch lỵ, đau bụng mót rặn, bí đại tiểu tiện, trung tiện bí kết sau phẫu thuật.","Chú ý: Hỗn hợp saponin và flavonoid có trong bồ kết có tác dụng giảm đau, nước sắc bồ kết có tác dụng trừ đàm. Hỗn hợp flavonoid và chất saponaretin, có tác dụng kháng virus, hỗn hợp saponin của bồ kết có tác dụng đối với trùng roi âm đạo","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 238",,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bo-ket-duoc-lieu-tue-linh-3.jpg
H132,Tế tân,Herba Asari sieboldi,Tân,Ôn,Dương,"Kim, Thủy, Hỏa",Thuốc giải biểu cay ấm,"Phế, Thận, Tâm","Công năng: Giải cảm hàn, khử phong giảm đau, khử ứ, chỉ ho
Chủ trị: Cảm mạo phong hàn, đầu đau, mũi tắc, phong thấp đau nhức xương khớp, nhiều đờm, suyễn tức khó thở, viêm khí mạn tính, đờm nhiều mà loãng hoặc hen phế quản.....","Thể âm hư hỏa vượng, ho khan mà không có đờm không  nên dùng","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 175",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/te-tan-duoc-lieu-tue-linh1.jpg
H133,Xuyên tiêu,Fructus Zanthoxili,Tân,Ôn (hơi có độc),Dương,"Kim, Thổ, Thủy",Thuốc ôn trung,"Phế, Vị, Thận","Công năng: Ôn trung chỉ thống, khử trùng tiêu ích
Chủ trị: Bụng ngực đau lạnh, đau bụng lỵ, đau bụng do giun",Không dùng xuyên tiêu trong trường hợp bị chứng âm hỏa hư vượng,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 194",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/hat-sen-duoc-lieu-tue-linh-1.jpg
H134,Thiên ma,Rhizoma Gastrodiae elatae,Tân,Bình,Trung tính,Mộc,Thuốc bình can tắt phong,Can,"Công năng: Tắt phong chỉ kinh, trừ phong chỉ thống
Chủ trị: Trúng phong, điên giản, động kinh, uốn ván, toàn thân tê dại, co quắp. Dùng khi cường can dương (can dương thượng cang) dẫn đến đầu căng, đau đầu hoa mắt chóng mặt. Ngoài ra còn dùng chữa đau khớp, đau lưng gối.",,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 259",,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/thien-ma-1.png
H135,Câu đằng,Ramulus cum uncus Uncariae,Cam,Vi hàn,Âm,"Mộc, Hỏa",Thuốc bình can tắt phong,"Can, Tâm và Tâm bào lạc","Công năng: Làm tắt phong, chỉ kinh, bình can tiềm dương
Chủ trị: Trị can phong nội động, phần dương thịnh dẫn đến các chứng kinh phong, điên giản, co giật, đau đầu, chóng mặt. Dùng khi can dương cường thịnh, biểu hiện cao huyết áp hoa mắt, mất ngủ.","Người không có phong nhiệt và thực nhiệt, không nên dùng. Cần chú ý rằng, thành phần có tác dụng hạ huyết áp sẽ bị phá hủy, nếu khi sắc thuốc, thời gian kéo dài trên 20 phút","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 258",,https://tracuuduoclieu.vn/wp-content/uploads/2018/05/uncaria-rhynchophylla-miq-miq.jpg
